restaurant_name,location,cuisines,cost_for_two,rating,cuisine_tags,quality_score
Sharon Hotel,Electronic City,"Kerala, South Indian",,,"Kerala,South Indian",1
Wow Manglore Multi Cuisine Restaurant,Electronic City,"Fast Food, Kerala, Mangalorean, Seafood, South Indian",,,"Fast Food,Kerala,Mangalorean,Seafood,South Indian",1
Punjabi Dhaba And Family Restaurant,Electronic City,"North Indian, Chinese",,,"North Indian,Chinese",1
Goli Vada Pav No 1,Electronic City,Street Food,,,Street Food,1
Halli Mane Badoota Hotel,Electronic City,South Indian,,,South Indian,1
Pathumma`s Kitchen,Electronic City,North Indian,,,North Indian,1
Star Ambur Dum Biryani,Electronic City,Biryani,,,Biryani,1
Hotel Thalassery,Electronic City,"Kerala, South Indian",,,"Kerala,South Indian",1
The Foodware Veg,Electronic City,South Indian,,,South Indian,1
Reddy Dhaba,Electronic City,North Indian,,,North Indian,1
I Siri Restaurant And Caterers,Electronic City,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
S.L.V.Brahmin Cafe,Electronic City,South Indian,,,South Indian,1
Grand Fast Food,Electronic City,Fast Food,,,Fast Food,1
Wedesi,Electronic City,North Indian,,,North Indian,1
A-1 Fast Food,Electronic City,Fast Food,,,Fast Food,1
Sri Ragavendhra Upahar,Electronic City,South Indian,,,South Indian,1
Sri Kathyayani Upahar,Electronic City,South Indian,,,South Indian,1
Daafoodies,Electronic City,Kerala,,,Kerala,1
Paris Restaurant,Electronic City,North Indian,,,North Indian,1
Naati Kitchen,Electronic City,"Kerala, South Indian",,,"Kerala,South Indian",1
BJ Bhavan Veg Restaurants,Electronic City,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
TRS Family Restaurant,Electronic City,"South Indian, Andhra",,,"South Indian,Andhra",1
Grand Kudla Family Restaurant,Electronic City,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Theka,Electronic City,"North Indian, Street Food",,,"North Indian,Street Food",1
Pals Food Point,Electronic City,South Indian,,,South Indian,1
Hot 'N' Fresh,Electronic City,Fast Food,,,Fast Food,1
Indian Tava Phasta,Electronic City,"North Indian, Rolls",,,"North Indian,Rolls",1
Ambur Dum Biriyani,Electronic City,"Biryani, Kebab",,,"Biryani,Kebab",1
Lion City Restaurant and Cafe,Electronic City,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
Ambur Dum Biryani,Electronic City,"Biryani, Fast Food",,,"Biryani,Fast Food",1
V-3 Food Spot,Electronic City,"North Indian, Chinese, South Indian",,,"North Indian,Chinese,South Indian",1
Delhi Pizza House,Electronic City,"Pizza, American",,,"Pizza,American",1
Shri Lakshmi Vilas Andhra Mess - Taste of Vijayawada,Electronic City,"Andhra, Chinese, Biryani",,,"Andhra,Chinese,Biryani",1
Aafa Calicut Restaurant,Electronic City,"Fast Food, Chinese",,,"Fast Food,Chinese",1
Delhi's Essence,Electronic City,North Indian,,,North Indian,1
Hotel Manarama,Electronic City,North Indian,,,North Indian,1
Kerala Food,Electronic City,"Kerala, South Indian",,,"Kerala,South Indian",1
Chill Out Bar,Electronic City,"Finger Food, Fast Food",,,"Finger Food,Fast Food",1
Mambos Cafe,Frazer Town,"Cafe, Continental, Beverages, Fast Food",,,"Cafe,Continental,Beverages,Fast Food",1
Cafe Arabica,Frazer Town,"Cafe, Bakery",,,"Cafe,Bakery",1
Cafe Coffee Day,Frazer Town,"Cafe, Fast Food",,,"Cafe,Fast Food",1
Happy Belly Bakes,Frazer Town,"Bakery, Cafe",,,"Bakery,Cafe",1
Loca Moca,Frazer Town,"Cafe, Continental",,,"Cafe,Continental",1
Starbucks,Commercial Street,"Cafe, Desserts",,,"Cafe,Desserts",1
Cafe Nibras,Banaswadi,"Cafe, Continental",,,"Cafe,Continental",1
The Sanctuary,Banaswadi,"Cafe, Fast Food",,,"Cafe,Fast Food",1
Cafe Jezve,Koramangala 5Th Block,Cafe,,,Cafe,1
eat.fit,Indiranagar,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",,,"Healthy Food,North Indian,Biryani,Continental,Sandwich,Desserts",1
FreshMenu,North Bangalore,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",,,"Healthy Food,Chinese,Biryani,North Indian,Continental,Salad,American,Burger",1
Empire Restaurant,Rt Nagar,"North Indian, Mughlai, South Indian, Chinese",,,"North Indian,Mughlai,South Indian,Chinese",1
Just Shawarma,Kammanahalli,Arabian,,,Arabian,1
Mother's Kitchen,Rt Nagar,North Indian,,,North Indian,1
Al Amanah Cafe,Kammanahalli,"Middle Eastern, Fast Food, Rolls",,,"Middle Eastern,Fast Food,Rolls",1
Ahaan Restaurant,Rt Nagar,"North Indian, Chinese",,,"North Indian,Chinese",1
Vijayalakshmi Veg,Nagawara,South Indian,,,South Indian,1
Fish Chain,Kammanahalli,"Seafood, Bbq, Burger, Biryani",,,"Seafood,Bbq,Burger,Biryani",1
Punjabi Restaurant,Rt Nagar,"North Indian, Chinese",,,"North Indian,Chinese",1
Biryani Khazana,Indiranagar,Biryani,,,Biryani,1
Thalassery Restaurant,Kammanahalli,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kerala",,,"Seafood,Biryani,South Indian,North Indian,Chinese,Arabian,Kerala",1
Biriyani Nights,Kammanahalli,"Biryani, Kebab, Continental",,,"Biryani,Kebab,Continental",1
Paradise,Indiranagar,"Biryani, North Indian, Kebab",,,"Biryani,North Indian,Kebab",1
Shawarma King Restaurant,Kammanahalli,"Arabian, Chinese, North Indian",,,"Arabian,Chinese,North Indian",1
The Good Bowl,Indiranagar,"Italian, North Indian, Biryani",,,"Italian,North Indian,Biryani",1
Bathinda Dine,Indiranagar,North Indian,,,North Indian,1
Hotel Zam Zam,Hennur,"North Indian, Chinese",,,"North Indian,Chinese",1
Taco Bell,Indiranagar,"Mexican, American, Fast Food",,,"Mexican,American,Fast Food",1
Sanky's Burger House,Hennur,"Burger, Fast Food",,,"Burger,Fast Food",1
Asha Sweets Center,Indiranagar,"Mithai, Street Food",,,"Mithai,Street Food",1
Al-Baik Tandoori Restaurant,Nagawara,"North Indian, Chinese, Arabian, Biryani, Rolls",,,"North Indian,Chinese,Arabian,Biryani,Rolls",1
Pizza Hut,Frazer Town,"Pizza, Fast Food",,,"Pizza,Fast Food",1
Food Box,Kammanahalli,"Fast Food, Beverages",,,"Fast Food,Beverages",1
Altaf's Chillies Restaurant,Frazer Town,"North Indian, Chinese",,,"North Indian,Chinese",1
New Kairali Restaurant,Kammanahalli,"Kerala, South Indian",,,"Kerala,South Indian",1
Arabian Shawarma,Kammanahalli,Arabian,,,Arabian,1
Crunch Pizzas,Banaswadi,"Italian, Pizza",,,"Italian,Pizza",1
9 Bowls,Banaswadi,"Healthy Food, Continental, North Indian, Chinese",,,"Healthy Food,Continental,North Indian,Chinese",1
The Mangalorean,Kammanahalli,"Konkan, Mangalorean, Seafood",,,"Konkan,Mangalorean,Seafood",1
Kanti Sweets,Rt Nagar,"Mithai, Street Food",,,"Mithai,Street Food",1
Chickpet Donne Biriyani Mane,Kalyan Nagar,"Biryani, Kebab",,,"Biryani,Kebab",1
Momoz,Kammanahalli,"Chinese, Momos",,,"Chinese,Momos",1
Connie's Restaurant & Steakhouse,Kammanahalli,"Steak, Continental, Burger, American, Bbq, European, Salad",,,"Steak,Continental,Burger,American,Bbq,European,Salad",1
Seafood Place,Indiranagar,"Chinese, North Indian, Kerala, Mangalorean, Seafood",,,"Chinese,North Indian,Kerala,Mangalorean,Seafood",1
Sri Sagar,Kammanahalli,"South Indian, North Indian, Chinese, Street Food, Juices",,,"South Indian,North Indian,Chinese,Street Food,Juices",1
New Biriyani Darbar,Rt Nagar,"Biryani, South Indian, North Indian, Chinese",,,"Biryani,South Indian,North Indian,Chinese",1
Biryani Bar,Kalyan Nagar,Biryani,,,Biryani,1
Annabell,Indiranagar,"Continental, Beverages",,,"Continental,Beverages",1
Samovar,Kammanahalli,"Kerala, South Indian",,,"Kerala,South Indian",1
Home Food,Kammanahalli,South Indian,,,South Indian,1
JS Food Court,Kammanahalli,"Fast Food, Juices",,,"Fast Food,Juices",1
Wild Range Restaurant,Kammanahalli,"North Indian, Chinese",,,"North Indian,Chinese",1
Karachi Bakery,Indiranagar,Bakery,,,Bakery,1
Pizza Stop,Banaswadi,"Pizza, Italian",,,"Pizza,Italian",1
SS Bucket Biryani,Frazer Town,"Biryani, North Indian, Chinese",,,"Biryani,North Indian,Chinese",1
Omleterian,Kammanahalli,"American, Continental",,,"American,Continental",1
Fanoos,Frazer Town,"Arabian, Rolls, North Indian, Bbq",,,"Arabian,Rolls,North Indian,Bbq",1
PurpleBasil.in,Kammanahalli,"Healthy Food, Desserts",,,"Healthy Food,Desserts",1
Afrina's Kitchen,Kammanahalli,"Fast Food, Desserts",,,"Fast Food,Desserts",1
Glen's Bakehouse,Indiranagar,"Bakery, Cafe, Italian, Desserts",,,"Bakery,Cafe,Italian,Desserts",1
Wangs Kitchen,Frazer Town,Chinese,,,Chinese,1
Juicy Juice,Rt Nagar,"Beverages, Ice Cream",,,"Beverages,Ice Cream",1
Jingo BBQ & Burgers,Kammanahalli,"Burger, Bbq",,,"Burger,Bbq",1
Zabi,Hbr Layout,Biryani,,,Biryani,1
Upahara Mandira,Hbr Layout,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Thai House,Indiranagar,Thai,,,Thai,1
American Bites,Kalyan Nagar,"Fast Food, Burger, Pizza",,,"Fast Food,Burger,Pizza",1
BIB - Breakfast in the Box,Kammanahalli,"American, Sandwich",,,"American,Sandwich",1
Imli,Indiranagar,"North Indian, Street Food",,,"North Indian,Street Food",1
Calicut Restaurant,Kammanahalli,"Kerala, South Indian, North Indian, Chinese",,,"Kerala,South Indian,North Indian,Chinese",1
Chubalas Curry And Rice,Kammanahalli,"Naga, Goan, Seafood, Chinese",,,"Naga,Goan,Seafood,Chinese",1
Sannidhi Grand,Kammanahalli,"South Indian, North Indian, Chinese, Street Food",,,"South Indian,North Indian,Chinese,Street Food",1
Navarang Fast Food,Kammanahalli,"North Indian, Chinese, Kebab, Rolls",,,"North Indian,Chinese,Kebab,Rolls",1
New Peking,Kammanahalli,"Chinese, Malaysian",,,"Chinese,Malaysian",1
Manju's Kitchen,Indiranagar,Biryani,,,Biryani,1
Biggies Burger 'n' More,Indiranagar,"Cafe, Burger, Beverages",,,"Cafe,Burger,Beverages",1
Asaivam Restaurant,Indiranagar,"Chettinad, South Indian",,,"Chettinad,South Indian",1
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Secret Alley,Indiranagar,"Fast Food, Cafe",,,"Fast Food,Cafe",1
The Food Corner,Rt Nagar,"North Indian, Chinese",,,"North Indian,Chinese",1
Peace Restaurant,Indiranagar,"Chinese, Tibetan",,,"Chinese,Tibetan",1
Maz Food Point,Kammanahalli,"Chinese, South Indian, Biryani",,,"Chinese,South Indian,Biryani",1
The Twisted Desi,Indiranagar,"Continental, Italian, North Indian, Chinese",,,"Continental,Italian,North Indian,Chinese",1
Mahadii's,Kammanahalli,"Andhra, North Indian, Chinese",,,"Andhra,North Indian,Chinese",1
Cafe Thulp,Kammanahalli,"Cafe, Burger, Italian, Salad",,,"Cafe,Burger,Italian,Salad",1
Yuan Restaurant,Hbr Layout,"Chinese, Momos",,,"Chinese,Momos",1
Vijaya Gardenia,Banaswadi,"North Indian, Chinese, Andhra",,,"North Indian,Chinese,Andhra",1
Kenny's Restaurant,Banaswadi,Chinese,,,Chinese,1
Asia In A Box,Kammanahalli,"Thai, Vietnamese, Indonesian, Asian",,,"Thai,Vietnamese,Indonesian,Asian",1
Domino's Pizza,Frazer Town,"Pizza, Fast Food",,,"Pizza,Fast Food",1
Pulimunchi,Indiranagar,"Mangalorean, Seafood",,,"Mangalorean,Seafood",1
A2B - Adyar Ananda Bhavan,Indiranagar,"South Indian, North Indian, Chinese, Street Food, Fast Food",,,"South Indian,North Indian,Chinese,Street Food,Fast Food",1
Paaramparya Restaurant,Kammanahalli,"Chettinad, Mangalorean, South Indian, North Indian",,,"Chettinad,Mangalorean,South Indian,North Indian",1
Sidra Eatery,Kammanahalli,"North Indian, Continental",,,"North Indian,Continental",1
Chetty's Corner,Kammanahalli,"Fast Food, Burger",,,"Fast Food,Burger",1
Five Star Chicken,Frazer Town,"Fast Food, Burger",,,"Fast Food,Burger",1
Retreat Restaurant,Rt Nagar,"Chinese, North Indian",,,"Chinese,North Indian",1
Giselle Resto Cafe,Kammanahalli,"Cafe, Italian, Pizza, Beverages, Desserts",,,"Cafe,Italian,Pizza,Beverages,Desserts",1
Jai Mataji Farshan & Sweets,Banaswadi,"Mithai, Street Food",,,"Mithai,Street Food",1
Waffle Stories,Banaswadi,"Desserts, Beverages",,,"Desserts,Beverages",1
Aadvik Nightfood,Frazer Town,Fast Food,,,Fast Food,1
Chai Central,Rt Nagar,"Tea, Fast Food",,,"Tea,Fast Food",1
House Of Candy,Banaswadi,Desserts,,,Desserts,1
Food Town,Indiranagar,Chinese,,,Chinese,1
Sreeraj Lassi Bar,Race Course Road,"Beverages, Desserts",,,"Beverages,Desserts",1
Luqma Restaurant,Rt Nagar,"North Indian, Chinese, Arabian, Rolls",,,"North Indian,Chinese,Arabian,Rolls",1
Ice Cream Works,Indiranagar,Ice Cream,,,Ice Cream,1
Shree Mahalakshmi Sweets,Kammanahalli,"Mithai, Street Food",,,"Mithai,Street Food",1
Mummy's Kitchen,Banaswadi,South Indian,,,South Indian,1
Pizbur Trap,Kammanahalli,"American, Burger, Momos, Bengali",,,"American,Burger,Momos,Bengali",1
Kettle & Kegs,Indiranagar,"Tea, Beverages",,,"Tea,Beverages",1
King Kong,Frazer Town,"Chinese, Momos",,,"Chinese,Momos",1
Vijayalaxmi Veg,Banaswadi,"North Indian, South Indian, Chinese, Fast Food",,,"North Indian,South Indian,Chinese,Fast Food",1
Crispy Fried Chicken,New Bel Road,"Burger, Fast Food",,,"Burger,Fast Food",1
Chocs Cafe,Rt Nagar,"Fast Food, Desserts, Beverages",,,"Fast Food,Desserts,Beverages",1
NTR Cafe,Kammanahalli,"Chinese, Fast Food",,,"Chinese,Fast Food",1
North Se South Veg & Non-Veg Restaurants,Banaswadi,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
The Deagh,Frazer Town,"Chinese, North Indian, Arabian",,,"Chinese,North Indian,Arabian",1
Patels Inn,Rt Nagar,"North Indian, Chinese",,,"North Indian,Chinese",1
Shake The Shake,Kammanahalli,Juices,,,Juices,1
Elements Eatery,Frazer Town,"Continental, Steak",,,"Continental,Steak",1
The Fresh 'N' Grill,Banaswadi,Fast Food,,,Fast Food,1
Arabian Mataam,Frazer Town,"Biryani, Arabian",,,"Biryani,Arabian",1
Chetty's Coffee,Indiranagar,South Indian,,,South Indian,1
Beijing Bites,Frazer Town,"Chinese, Thai",,,"Chinese,Thai",1
AQNI,Rt Nagar,"North Indian, Mughlai",,,"North Indian,Mughlai",1
7 to 11 Food Court,Banaswadi,"Fast Food, Burger, North Indian, South Indian",,,"Fast Food,Burger,North Indian,South Indian",1
Vanas,Kammanahalli,"Mangalorean, Seafood",,,"Mangalorean,Seafood",1
New Leaf Restaurant,Indiranagar,Chinese,,,Chinese,1
Natural Ice Cream,Frazer Town,"Ice Cream, Desserts",,,"Ice Cream,Desserts",1
Viceroy's Sarathi,Indiranagar,"North Indian, Chinese",,,"North Indian,Chinese",1
Sherlock's Pub,Frazer Town,"Continental, North Indian, Chinese",,,"Continental,North Indian,Chinese",1
Misal Darbar,Indiranagar,Maharashtrian,,,Maharashtrian,1
The Brekkie Shop,Indiranagar,"Healthy Food, Sandwich",,,"Healthy Food,Sandwich",1
Sweet Moments Express,Kammanahalli,"Mithai, Street Food",,,"Mithai,Street Food",1
Lassi Cream,Frazer Town,"Beverages, Ice Cream",,,"Beverages,Ice Cream",1
Naidoo's Donne Biryani,Kammanahalli,"South Indian, Biryani",,,"South Indian,Biryani",1
Pista House,Frazer Town,"North Indian, Biryani",,,"North Indian,Biryani",1
Bisi Thindi,Kammanahalli,South Indian,,,South Indian,1
Dolphin Bar,Frazer Town,"Chinese, Finger Food, North Indian, Seafood",,,"Chinese,Finger Food,North Indian,Seafood",1
Zu's Doner Kebaps,Kammanahalli,"Turkish, Fast Food",,,"Turkish,Fast Food",1
Lagom Patisserie,Frazer Town,"Bakery, Desserts",,,"Bakery,Desserts",1
Patisserie Nitash,Frazer Town,Bakery,,,Bakery,1
Three 7 Kitchen,Frazer Town,"Fast Food, Beverages, North Indian, South Indian",,,"Fast Food,Beverages,North Indian,South Indian",1
The Joint Family Kitchen,Frazer Town,"Fast Food, Beverages",,,"Fast Food,Beverages",1
Shahi Hyderabadi Dum Biryani,Frazer Town,"North Indian, Biryani",,,"North Indian,Biryani",1
Ice box,Frazer Town,"Ice Cream, Beverages, Fast Food",,,"Ice Cream,Beverages,Fast Food",1
Kolkatta Famous Kati Rolls,Frazer Town,Rolls,,,Rolls,1
Farida's Kitchen,Frazer Town,Mughlai,,,Mughlai,1
Public Cafe,Frazer Town,Continental,,,Continental,1
The Sugar Fairy,Frazer Town,"Bakery, Desserts",,,"Bakery,Desserts",1
Chote Miya,Frazer Town,"Mughlai, Biryani, Rolls",,,"Mughlai,Biryani,Rolls",1
Royal Savera,Frazer Town,"North Indian, Chinese",,,"North Indian,Chinese",1
Lychees Restaurant,Frazer Town,Fast Food,,,Fast Food,1
New Taj Biryani Centre,Frazer Town,"Biryani, South Indian",,,"Biryani,South Indian",1
Mom Made Food,Frazer Town,"Biryani, Kerala",,,"Biryani,Kerala",1
Mothers Recipe Restaurant,Frazer Town,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Mini Fast Food,Frazer Town,"Fast Food, Chinese",,,"Fast Food,Chinese",1
East Cafe Corner,Frazer Town,"Rolls, Biryani",,,"Rolls,Biryani",1
Chawla's 2 Online.com,Frazer Town,North Indian,,,North Indian,1
New Prashanthi Donne Biryani,Frazer Town,Biryani,,,Biryani,1
Al-Falah Restaurant,Frazer Town,"North Indian, Chinese, Rolls",,,"North Indian,Chinese,Rolls",1
Night Food Joint,Frazer Town,"North Indian, Chinese",,,"North Indian,Chinese",1
Just Baked,Frazer Town,"Bakery, Desserts",,,"Bakery,Desserts",1
Simu?s Kitchen,Frazer Town,"Mughlai, Desserts",,,"Mughlai,Desserts",1
L'inoui,Frazer Town,Desserts,,,Desserts,1
Sadi's Biriyani,Frazer Town,Biryani,,,Biryani,1
Konfection Konnection,Frazer Town,Desserts,,,Desserts,1
Leia Soul Food,Frazer Town,Bakery,,,Bakery,1
Madhu's kitchen,Frazer Town,North Indian,,,North Indian,1
Baker Ree,Frazer Town,"Bakery, Desserts",,,"Bakery,Desserts",1
Maddy's Cafe,Kammanahalli,"Cafe, Continental",,,"Cafe,Continental",1
The Teal Door Cafe,Indiranagar,"Cafe, Continental",,,"Cafe,Continental",1
Naidu Military Hotel,Kammanahalli,South Indian,,,South Indian,1
Hunger Twist,Kalyan Nagar,"Fast Food, Burger",,,"Fast Food,Burger",1
Gundappa Donne Biryani,Indiranagar,Biryani,,,Biryani,1
The Gluten Free Baking Co.,Banaswadi,Bakery,,,Bakery,1
Grand Food Court,Rt Nagar,"North Indian, Chinese",,,"North Indian,Chinese",1
Al-Baik Kabab Centre,Banaswadi,"Biryani, Chinese, Kebab",,,"Biryani,Chinese,Kebab",1
Raidan Oven,Frazer Town,"Rolls, Arabian",,,"Rolls,Arabian",1
Bake and Fry,Rt Nagar,"Fast Food, Sandwich",,,"Fast Food,Sandwich",1
Sartaj Ambur Dum Biryani,Frazer Town,Biryani,,,Biryani,1
Bada Bing Burgers,Frazer Town,"Burger, Desserts",,,"Burger,Desserts",1
Nuty,Kammanahalli,"North Indian, Biryani",,,"North Indian,Biryani",1
Byblos,Indiranagar,"Lebanese, Arabian, Middle Eastern, Salad, Beverages",,,"Lebanese,Arabian,Middle Eastern,Salad,Beverages",1
Rich Bowl,Frazer Town,"North Indian, Chinese, Seafood, Rolls",,,"North Indian,Chinese,Seafood,Rolls",1
